True Weight Loss,Predicted Weight Loss
4.0,3.214553318903321
3.0,3.833674053724053
4.0,3.5122571428571434
4.7,3.774842704517702
4.0,4.044253418803416
3.8,3.8500556998557016
3.5,3.815498404373404
3.6,3.8167879426129407
4.8,3.766982783882783
3.0,3.728276334776337
3.7,3.579705699855698
3.9,3.753445482295482
